NomAgente,DscTipologia,DatInicioProjeto,DatConclusaoProjeto,UF,VlrCustoTotal,VlrRcbGlobal,VlrEnergiaEconomizadaTotal,VlrRetiradaDemandaPontaTotal,Score
AES ELETROPAULO,Baixa Renda,2013-01-07,2016-12-16,São Paulo,0.0,0.67,63110.28,13747.58,0.0
AES ELETROPAULO,Poder Público,2014-07-04,2015-08-24,São Paulo,0.0,0.81,756.71,212.55,0.0
AES ELETROPAULO,Residencial,2012-07-05,2016-07-31,São Paulo,0.0,0.74,13157.18,2794.33,0.0
AES ELETROPAULO,Residencial,2013-01-03,2016-04-05,São Paulo,0.0,0.25,62853.72,13306.77,0.0
AES SUL,Baixa Renda,2013-02-20,2014-11-30,Rio Grande do Sul,0.0,0.04,670.35,259.72,0.0
AES SUL,Baixa Renda,2014-03-19,2014-11-30,Rio Grande do Sul,0.0,0.2,257.94,113.72,0.0
AMPLA,Baixa Renda,2013-01-02,2013-12-14,Pernambuco,0.0,0.71,645.5,429.49,0.0
AMPLA,Baixa Renda,2013-03-25,2014-01-01,Pernambuco,0.0,0.22,21816.8,5973.2,0.0
AMPLA,Poder Público,2013-11-07,2015-06-17,Pernambuco,0.0,0.79,104.35,19.52,0.0
AMPLA,Residencial,2012-07-01,2013-12-04,Pernambuco,0.0,0.55,1305.71,575.73,0.0
AMPLA,Residencial,2012-11-26,2013-02-18,Pernambuco,0.0,0.62,3388.01,977.13,0.0
AMPLA,Residencial,2014-01-01,2015-01-30,Pernambuco,0.0,0.69,725.9,357.51,0.0
BANDEIRANTE,Baixa Renda,2008-06-17,2009-12-17,Santa Catarina,0.0,0.58,6508.4,4330.44,0.0
BANDEIRANTE,Baixa Renda,2009-10-13,2011-08-31,Santa Catarina,0.0,0.41,8672.78,5049.0,0.0
BANDEIRANTE,Baixa Renda,2011-03-15,2013-05-30,Santa Catarina,0.0,0.77,7207.85,5740.19,0.0
BANDEIRANTE,Serviços Públicos,2014-12-01,2016-04-01,Santa Catarina,0.0,0.53,329.7,56.8,0.0
BOA VISTA ENERGIA,Baixa Renda,2010-06-30,2011-01-30,Roraima,0.0,41.46,481.8,38.5,0.0
BOA VISTA ENERGIA,Baixa Renda,2012-06-04,2014-09-03,Roraima,0.0,0.41,7192.69,1742.81,0.0
BOA VISTA ENERGIA,Poder Público,2010-01-19,2011-03-13,Roraima,0.0,0.38,561.84,216.49,0.0
BOA VISTA ENERGIA S/A,Baixa Renda,1998-01-01,1999-12-31,Espírito Santo,3115692.0,0.53,2592.0,1155.0,2.565043266040125e-10
BOA VISTA ENERGIA S/A,Residencial,1998-01-01,1999-12-31,Espírito Santo,280991.4,0.36,771.81,262.2,7.848690499525916e-10
BOA VISTA ENERGIA S/A,Residencial,2004-01-01,2005-12-31,Espírito Santo,576502.6,0.6799999999999999,2632.0699999999997,1439.0500000000002,2.7603851799751398e-09
CEEE-D,Baixa Renda,2009-03-10,2013-03-20,Rio Grande do Sul,0.0,0.76,7796.55,2866.41,0.0
CEEE-D,Poder Público,2009-10-06,2013-08-23,Rio Grande do Sul,0.0,1.38,1770.15,289.43,0.0
CEEE-D,Poder Público,2014-05-15,2014-10-22,Rio Grande do Sul,0.0,1.17,623.5999999999999,135.72,0.0
CELESC,Industrial,2016-03-11,2018-12-03,Santa Catarina,0.0,0.41,3229.46,366.32,0.0
CELESC,Residencial,2013-09-01,2015-12-31,Santa Catarina,0.0,0.31,26944.56,12986.24,0.0
CELESC DISTRIBUIÇÃO S.A.,Baixa Renda,2009-01-01,2014-03-31,Santa Catarina,0.0,0.77,5448.12,867.0,0.0
CELESC DISTRIBUIÇÃO S.A.,Comércio e Serviços,2008-11-01,2009-12-31,Santa Catarina,0.0,0.69,170.23,50.22,0.0
CELESC DISTRIBUIÇÃO S.A.,Comércio e Serviços,2008-11-01,2016-04-14,Santa Catarina,0.0,0.78,2474.96,270.86,0.0
CELESC DISTRIBUIÇÃO S.A.,Poder Público,2010-07-01,2011-07-01,Santa Catarina,0.0,0.73,7054.95,1478.49,0.0
CELESC DISTRIBUIÇÃO S.A.,Projeto Piloto,2010-07-21,2011-07-20,Santa Catarina,0.0,0.79,464.18,5157.5,0.0
CELESC DISTRIBUIÇÃO S.A.,Residencial,2012-05-08,2012-12-31,Santa Catarina,0.0,0.71,16116.01,7033.5,0.0
CELESC Distribuição S.A,Comércio e Serviços,2020-02-19,2022-11-03,Santa Catarina,527058.06,0.7,182.7,0.0,3.6967119226090046e-11
CELESC Distribuição S.A,Comércio e Serviços,2020-04-29,2024-12-31,Santa Catarina,559138.92,0.88,105.77,0.0,2.0173362918268832e-11
CELESC Distribuição S.A,Comércio e Serviços,2021-06-17,2023-05-10,Santa Catarina,823356.79,0.5,658.79,155.1,1.0541760958171285e-10
CELESC Distribuição S.A,Comércio e Serviços,2023-01-31,2025-01-31,Santa Catarina,883286.03,0.77,191.31,42.33,2.8208588737535984e-11
CELESC Distribuição S.A,Comércio e Serviços,2023-11-16,2026-05-16,Santa Catarina,795820.86,0.73,173.36,68.44,3.240234938875438e-11
CELESC Distribuição S.A,Iluminação Pública,2020-03-17,2022-06-17,Santa Catarina,1285386.14,0.58,391.15,89.3,3.9861176235493505e-11
CELESC Distribuição S.A,Iluminação Pública,2023-08-04,2024-12-31,Santa Catarina,713311.8,0.62,161.78,36.94,2.970966071652093e-11
CELESC Distribuição S.A,Industrial,2020-07-23,2022-09-06,Santa Catarina,4750694.34,0.38,3791.38,433.98,9.485105268969301e-11
CELESC Distribuição S.A,Industrial,2021-06-17,2023-08-22,Santa Catarina,1219514.84,0.75,469.89,60.97,4.642249069774494e-11
CELESC Distribuição S.A,Industrial,2021-06-17,2023-10-18,Santa Catarina,2548332.06,0.78,1037.2,123.83,4.8587320608060657e-11
CELESC Distribuição S.A,Industrial,2021-08-16,2023-02-07,Santa Catarina,3196540.66,0.66,1457.23,168.99,5.4254353373108493e-11
CELESC Distribuição S.A,Poder Público,2021-06-15,2024-12-31,Santa Catarina,476853.01,0.81,168.95,0.0,3.778410912607817e-11
CELESC Distribuição S.A,Serviços Públicos,2022-03-28,2023-12-07,Santa Catarina,1378447.8,0.32,1133.63,197.59,1.0298999432719908e-10
CELG-D,Baixa Renda,2009-02-06,2013-09-30,Goiás,0.0,0.5,465.7,317.17,0.0
CELG-D,Baixa Renda,2011-07-08,2014-11-28,Goiás,0.0,0.79,164.41,180.0,0.0
CELG-D,Baixa Renda,2011-08-01,2014-12-31,Goiás,0.0,0.79,275.09,239.12,0.0
CELPE,Baixa Renda,2015-01-05,2017-04-12,Pernambuco,0.0,0.59,14778.9,3640.96,0.0
CELPE,Residencial,2013-02-18,2014-11-12,Pernambuco,0.0,0.55,1745.71,648.82,0.0
CELPE,Residencial,2013-12-02,2015-06-16,Pernambuco,0.0,0.31,1724.75,483.58,0.0
CELPE,Residencial,2014-01-02,2014-05-02,Pernambuco,0.0,0.29,200.89,56.83,0.0
CELPE,Residencial,2014-04-02,2014-11-26,Pernambuco,0.0,0.43,268.13,129.79,0.0
CEMIG-D,Baixa Renda,2008-10-01,2015-03-31,Minas Gerais,0.0,0.55,6318.58,1640.5,0.0
CEMIG-D,Comércio e Serviços,2012-05-21,2014-11-10,Minas Gerais,0.0,0.69,148.69,12.19,0.0
CEMIG-D,Comércio e Serviços,2012-12-20,2016-06-14,Minas Gerais,0.0,0.56,1627.6,574.15,0.0
CEMIG-D,Industrial,2010-12-01,2014-03-10,Minas Gerais,0.0,0.44,3788.91,123.71,0.0
CEMIG-D,Industrial,2014-06-27,2016-08-30,Minas Gerais,0.0,0.45,2450.89,0.0,0.0
CEMIG-D,Industrial,2014-07-15,2014-03-15,Minas Gerais,0.0,0.75,1089.0,113.8,0.0
CEMIG-D,Industrial,2016-08-11,2018-10-10,Minas Gerais,0.0,0.12,7130.68,404.55,0.0
CEMIG-D,Poder Público,2013-06-10,2018-11-30,Minas Gerais,0.0,0.69,214.86,0.0,0.0
CENTRAIS ELETRICAS DO PARA,Baixa Renda,2019-12-13,2024-07-24,Pará,2436364.09,0.8,852.96,64.73,4.0168844221549774e-11
CENTRAIS ELETRICAS DO PARA,Comércio e Serviços,2017-06-22,2018-06-22,Pará,0.0,0.71,289.05,148.0,0.0
CENTRAIS ELETRICAS DO PARA,Iluminação Pública,2018-10-09,2023-01-21,Pará,0.0,0.27,1349.69,319.96,0.01780577864249294
CENTRAIS ELETRICAS DO PARA,Iluminação Pública,2018-11-09,2022-12-21,Pará,0.0,0.34,1653.91,394.07,0.021840432751925667
CENTRAIS ELETRICAS DO PARA,Iluminação Pública,2019-07-31,2020-07-30,Pará,0.0,0.32,101.28,23.27,0.0
CENTRAIS ELETRICAS DO PARA,Iluminação Pública,2019-10-18,2022-12-21,Pará,0.0,0.17,654.59,156.22,0.008646784284802025
CENTRAIS ELETRICAS DO PARA,Poder Público,2017-11-30,2018-11-30,Pará,0.0,0.73,326.04,47.22,0.003980585713231464
CENTRAIS ELETRICAS DO PARA,Poder Público,2017-11-30,2018-12-30,Pará,0.0,1.47,832.9599999999999,172.37,0.010721219083435107
CENTRAIS ELETRICAS DO PARA,Residencial,2019-12-19,2024-05-16,Pará,837997.82,0.8,454.76,113.49,7.231561410487856e-11
CENTRAIS ELÉTRICAS DO PARÁ,Baixa Renda,2016-07-04,2018-05-04,Pará,0.0,0.46,8947.04,3264.84,0.0
CERGAL,Baixa Renda,2013-11-04,2017-01-31,São Paulo,0.0,0.34,212.34,2505.28,0.0
CHESP,Iluminação Pública,2016-06-10,2017-08-31,Piauí,0.0,0.09,1529.08,353.0,0.0
COELBA,Baixa Renda,2014-01-01,2014-12-31,Bahia,0.0,1.3399999999999999,7942.35,3216.05,0.0
COELBA,Baixa Renda,2015-01-01,2016-04-30,Bahia,0.0,0.64,602.52,204.21,0.0
COELBA,Baixa Renda,2015-01-09,2017-04-12,Bahia,0.0,0.55,21118.25,5928.69,0.0
COELBA,Baixa Renda,2017-01-05,2018-07-10,Bahia,0.0,0.44,9778.98,2177.14,0.0
COELBA,Comércio e Serviços,2014-01-01,2014-12-31,Bahia,0.0,0.42,199.52,117.13,0.0
COELBA,Comércio e Serviços,2015-01-02,2017-11-20,Bahia,0.0,0.77,166.81,36.12,0.0
COELBA,Comércio e Serviços,2016-01-05,2017-02-20,Bahia,0.0,0.33,2965.28,259.02,0.0
COELBA,Industrial,2016-08-09,2018-08-08,Bahia,0.0,0.29,4648.38,456.82,0.0
COELBA,Poder Público,2010-02-11,2014-11-24,Bahia,0.0,2.43,622.58,205.28,0.0
COELBA,Poder Público,2014-02-25,2015-01-15,Bahia,0.0,0.77,187.2,44.95,0.0
COELBA,Poder Público,2015-01-30,2017-11-20,Bahia,0.0,0.78,356.62,72.59,0.0
COELBA,Poder Público,2017-01-31,2018-11-22,Bahia,0.0,0.45,3793.5,473.4,0.0
COELBA,Residencial,2011-04-25,2014-11-28,Bahia,0.0,0.24,8777.18,5620.54,0.0
COELBA,Residencial,2013-02-01,2014-06-26,Bahia,0.0,0.73,1123.37,430.88,0.0
COELBA,Residencial,2014-01-01,2014-12-31,Bahia,0.0,1.1800000000000002,3064.9799999999996,1506.97,0.0
COELBA,Residencial,2014-02-14,2015-05-27,Bahia,0.0,0.19,371.5,895.94,0.0
COELBA,Residencial,2014-06-05,2016-04-11,Bahia,0.0,0.73,1382.11,728.39,0.0
COELBA,Residencial,2015-01-06,2016-07-15,Bahia,0.0,0.33,3044.04,1116.96,0.0
COELBA,Residencial,2015-01-19,2016-04-30,Bahia,0.0,0.43,183.98,64.51,0.0
COELBA,Residencial,2015-04-25,2016-10-21,Bahia,0.0,0.72,8905.9,2707.88,0.0
COELCE,Residencial,2012-07-01,2014-08-05,Ceará,0.0,0.74,9545.15,2371.75,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Aquecimento Solar,2008-05-05,2009-07-06,Bahia,0.0,1.82,135.51999999999998,177.3,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Aquecimento Solar,2009-02-01,2010-02-01,Bahia,0.0,1.48,218.67,236.0,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Baixa Renda,2008-03-08,2009-07-07,Bahia,0.0,0.79,2240.01,802.3,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Baixa Renda,2008-06-20,2009-09-20,Bahia,0.0,0.8,533.81,204.75,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Baixa Renda,2008-06-25,2009-09-25,Bahia,0.0,0.26,492.75,189.0,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Baixa Renda,2008-08-27,2009-11-27,Bahia,0.0,0.65,10330.65,2463.18,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Baixa Renda,2009-02-01,2010-01-31,Bahia,0.0,0.7,574.88,220.5,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Baixa Renda,2009-08-01,2010-10-31,Bahia,0.0,0.76,4213.8,1032.53,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Baixa Renda,2014-01-01,2014-12-31,Bahia,0.0,1.3199999999999998,12610.869999999999,3248.1000000000004,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Baixa Renda,2017-01-01,2017-12-31,Bahia,0.0,0.79,3787.98,1357.7,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Baixa Renda,2018-01-02,2019-10-03,Bahia,0.0,0.26,17204.95,5132.22,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Baixa Renda,2019-01-18,2020-12-29,Bahia,0.0,0.28,15444.75,4014.22,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Comércio e Serviços,2009-02-01,2010-02-01,Bahia,0.0,2.29,24.18,9.09,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Comércio e Serviços,2010-03-31,2011-02-28,Bahia,0.0,0.75,111.66,22.11,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Comércio e Serviços,2012-06-06,2013-05-06,Bahia,0.0,0.45,320.06,95.12,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Comércio e Serviços,2014-01-01,2014-12-31,Bahia,0.0,0.72,236.03,58.69,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Iluminação Pública,2014-04-24,2014-12-25,Bahia,0.0,0.61,2421.5,584.2,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Poder Público,2008-05-02,2009-07-31,Bahia,0.0,4.84,1267.02,252.94,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Poder Público,2009-02-01,2010-02-01,Bahia,0.0,4.59,595.5699999999999,205.41,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Poder Público,2009-08-21,2010-11-21,Bahia,0.0,0.58,160.83,18.36,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Poder Público,2009-12-28,2010-12-28,Bahia,0.0,0.76,172.95,59.48,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Projeto Piloto,2008-04-17,2009-07-17,Bahia,0.0,0.74,135.89,44.04,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Projeto Piloto,2009-05-06,2010-05-06,Bahia,0.0,0.51,7055.64,2340.62,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Residencial,2009-08-21,2010-11-21,Bahia,0.0,0.68,303.86,116.55,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Residencial,2011-01-26,2011-12-31,Bahia,0.0,0.35,295.65,189.0,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Residencial,2012-06-06,2013-05-06,Bahia,0.0,0.11,5879.25,2144.5,0.0
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,Residencial,2014-01-01,2014-12-31,Bahia,0.0,1.3599999999999999,2487.58,611.6,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Aquecimento Solar,2008-08-01,2009-07-01,Pernambuco,0.0,1.1099999999999999,121.41999999999999,131.22,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Aquecimento Solar,2010-04-01,2011-03-30,Pernambuco,0.0,0.76,55.19,38.88,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Baixa Renda,2008-10-09,2010-10-08,Pernambuco,0.0,1.01,14714.689999999999,15125.17,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Baixa Renda,2011-12-15,2012-12-14,Pernambuco,0.0,1.19,9320.7,3101.88,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Baixa Renda,2012-12-27,2013-12-26,Pernambuco,0.0,0.65,8499.45,2876.88,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Baixa Renda,2014-01-02,2014-12-02,Pernambuco,0.0,0.57,2166.45,556.37,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Baixa Renda,2014-01-02,2015-01-02,Pernambuco,0.0,0.65,7237.18,1840.1,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Baixa Renda,2014-12-29,2015-12-28,Pernambuco,0.0,0.62,8930.62,3367.48,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Comércio e Serviços,2008-08-01,2009-07-01,Pernambuco,0.0,0.72,309.14,60.24,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Comércio e Serviços,2015-01-15,2016-07-13,Pernambuco,0.0,0.38,261.99,48.69,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Industrial,2008-08-01,2009-07-01,Pernambuco,0.0,0.76,0.0,110.4,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Poder Público,2008-08-01,2009-07-01,Pernambuco,0.0,5.59,1450.95,530.51,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Poder Público,2011-01-12,2012-01-11,Pernambuco,0.0,0.77,200.42,66.0,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Poder Público,2011-03-01,2012-02-28,Pernambuco,0.0,0.73,381.45,126.43,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Poder Público,2011-06-20,2016-06-22,Pernambuco,0.0,0.71,562.08,0.0,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Poder Público,2012-01-24,2015-08-15,Pernambuco,0.0,0.65,1297.8,168.7,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Poder Público,2012-02-15,2013-02-14,Pernambuco,0.0,4.13,97.66,32.019999999999996,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Poder Público,2013-09-17,2017-09-13,Pernambuco,0.0,0.66,740.63,0.0,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Residencial,2012-06-01,2012-12-31,Pernambuco,0.0,0.3,9768.0,2976.34,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Residencial,2013-03-01,2014-08-31,Pernambuco,0.0,0.72,903.38,371.25,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Residencial,2013-08-20,2014-08-19,Pernambuco,0.0,0.76,148.28,113.75,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Residencial,2013-12-02,2014-12-01,Pernambuco,0.0,0.27,1198.94,635.17,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Residencial,2014-01-02,2015-01-02,Pernambuco,0.0,0.33,1529.37,408.07,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Residencial,2015-01-15,2016-07-13,Pernambuco,0.0,0.22,2189.0,916.0,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Serviços Públicos,2011-01-12,2012-01-11,Pernambuco,0.0,1.4,125.13999999999999,36.67,0.0
COMPANHIA ENERGETICA DE PERNAMBUCO,Serviços Públicos,2011-03-01,2012-02-28,Pernambuco,0.0,0.73,381.45,126.43,0.0
COMPANHIA ENERGETICA DO CEARA,Baixa Renda,1999-01-01,2000-12-31,Rio Grande do Norte,9569495.12,1.27,7796.3,1701.56,2.1169093513197977e-10
COMPANHIA ENERGETICA DO CEARA,Comércio e Serviços,2004-01-01,2005-12-31,Rio Grande do Norte,1430146.1800000002,1.23,1532.69,573.74,8.227979267753474e-10
COMPANHIA ENERGETICA DO CEARA,Comércio e Serviços,2005-01-01,2006-12-31,Rio Grande do Norte,73207.36,0.0,87.13,37.83,3.6406730264159987e-10
COMPANHIA ENERGETICA DO CEARA,Educacional,2003-01-01,2004-12-31,Rio Grande do Norte,610656.16,0.0,7949.0,575.65,1.8220795393288494e-08
COMPANHIA ENERGETICA DO CEARA,Gestão Energética Municipal,2003-01-01,2004-12-31,Rio Grande do Norte,474717.79,0.0,0.0,0.0,0.0
COMPANHIA ENERGETICA DO CEARA,Gestão Energética Municipal,2004-01-01,2005-12-31,Rio Grande do Norte,478748.14,0.0,0.0,0.0,0.0
COMPANHIA ENERGETICA DO CEARA,Iluminação Pública,1999-01-01,2000-12-31,Rio Grande do Norte,1149000.0,0.0,2320.0,530.0,5.290422389123418e-10
COMPANHIA ENERGETICA DO CEARA,Iluminação Pública,2004-01-01,2005-12-31,Rio Grande do Norte,4806653.32,1.13,5892.46,1345.22,3.2116048124943535e-10
COMPANHIA ENERGETICA DO CEARA,Iluminação Pública,2006-01-01,2007-12-31,Rio Grande do Norte,1836506.78,1.33,2667.89,609.13,3.8058535722627547e-10
COMPANHIA ENERGETICA DO CEARA,Industrial,2001-01-01,2002-12-31,Rio Grande do Norte,720642.56,0.28,1657.0,225.0,5.570128620475383e-10
COMPANHIA ENERGETICA DO CEARA,Marketing,1999-01-01,2000-12-31,Rio Grande do Norte,440537.57999999996,0.0,0.0,0.0,0.0
COMPANHIA ENERGETICA DO CEARA,Marketing,2000-01-01,2001-12-31,Rio Grande do Norte,304566.67,0.0,0.0,0.0,0.0
COMPANHIA ENERGETICA DO CEARA,Marketing,2003-01-01,2004-12-31,Rio Grande do Norte,405344.82,0.0,0.0,0.0,0.0
COMPANHIA ENERGETICA DO CEARA,Marketing,2004-01-01,2005-12-31,Rio Grande do Norte,248000.0,0.0,0.0,0.0,0.0
COMPANHIA ENERGETICA DO CEARA,Pelo Lado da Oferta/Fator de Carga,1998-01-01,1999-12-31,Rio Grande do Norte,1289926.48,0.08,0.0,1728.0,8.057021566048297e-10
COMPANHIA ENERGETICA DO CEARA,Pelo Lado da Oferta/Perdas,2000-01-01,2001-12-31,Rio Grande do Norte,16816995.48,0.26,31139.2,10616.57,9.881725708934208e-10
COMPANHIA ENERGETICA DO CEARA,Pelo Lado da Oferta/Perdas,2004-01-01,2005-12-31,Rio Grande do Norte,17846356.14,0.0,52981.58,6171.36,1.9567980060613643e-09
COMPANHIA ENERGETICA DO CEARA,Pelo Lado da Oferta/Perdas,2005-01-01,2006-12-31,Rio Grande do Norte,5865663.82,0.0,21549.6,8200.0,1.0817564282053777e-09
COMPANHIA ENERGETICA DO CEARA,Poder Público,1999-01-01,2000-12-31,Rio Grande do Norte,14233.22,0.85,8.27,1.01,1.390624023292164e-10
COMPANHIA ENERGETICA DO CEARA,Poder Público,2004-01-01,2005-12-31,Rio Grande do Norte,13681197.8,5.04,23719.19,16592.82,1.845846899099661e-08
COMPANHIA ENERGETICA DO CEARA,Poder Público,2005-01-01,2006-12-31,Rio Grande do Norte,1116174.06,4.9,1973.42,608.95,3.0111070938736132e-09
COMPANHIA ENERGETICA DO CEARA,Residencial,2003-01-01,2004-12-31,Rio Grande do Norte,7208007.58,2.1,15839.58,4970.27,3.1783005968454564e-09
COMPANHIA ENERGETICA DO CEARA,Rural,2003-01-01,2004-12-31,Rio Grande do Norte,4885637.24,0.0,11240.06,0.0,0.0
COMPANHIA ENERGETICA DO CEARA,Rural,2004-01-01,2005-12-31,Rio Grande do Norte,45756.42,0.0,0.0,0.0,0.0
COMPANHIA ENERGETICA DO CEARA,Serviços Públicos,1998-01-01,1999-12-31,Rio Grande do Norte,529993.92,0.65,1349.54,288.74,6.592995046786323e-10
COMPANHIA ENERGETICA DO CEARA,Serviços Públicos,1999-01-01,2000-12-31,Rio Grande do Norte,235655.6,0.6499999999999999,595.0699999999999,126.24000000000001,6.528443886353713e-10
COMPANHIA ENERGETICA DO CEARA,Serviços Públicos,2000-01-01,2001-12-31,Rio Grande do Norte,204002.48,0.77,429.56,92.39,5.457062605079237e-10
COMPANHIA ENERGETICA DO CEARA,Serviços Públicos,2005-01-01,2006-12-31,Rio Grande do Norte,227964.08000000002,1.84,483.80999999999995,104.57,1.10121287959798e-09
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Baixa Renda,2014-01-01,2014-12-31,Rio Grande do Norte,0.0,1.27,4142.969999999999,1061.48,0.0
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Baixa Renda,2014-12-29,2015-12-28,Rio Grande do Norte,0.0,0.61,4220.9,1549.81,0.0
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Comércio e Serviços,2020-05-26,2022-01-27,Rio Grande do Norte,497676.82,0.26,269.17,52.05,6.883204678761549e-11
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Industrial,2020-05-26,2024-02-25,Rio Grande do Norte,480696.71,0.44,427.67,44.5,1.0475210515611176e-10
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Poder Público,2019-04-22,2021-12-09,Rio Grande do Norte,0.0,0.0,51.51,7.37,0.0
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Poder Público,2020-06-01,2021-12-07,Rio Grande do Norte,242298.44,0.84,42.89,0.66,1.9167834531236896e-11
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Poder Público,2021-04-20,2023-08-23,Rio Grande do Norte,950711.15,0.88,308.81,0.0,3.464003256699473e-11
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Poder Público,2021-10-21,2023-10-20,Rio Grande do Norte,819303.5,0.77,345.74,0.0,4.500288338903723e-11
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Poder Público,2022-12-14,2023-10-27,Rio Grande do Norte,939932.32,0.57,465.0,97.76,6.385018519961679e-11
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Poder Público,2023-08-30,2025-02-28,Rio Grande do Norte,1229246.25,0.64,458.77,116.24,4.98852358878487e-11
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Residencial,2014-01-01,2014-12-31,Rio Grande do Norte,0.0,0.58,436.8,117.24,0.0
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Serviços Públicos,2020-11-12,2022-10-04,Rio Grande do Norte,524647.05,0.2,783.31,126.78,1.84991863436259e-10
COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Serviços Públicos,2023-08-30,2025-02-28,Rio Grande do Norte,999859.93,0.67,385.23,54.84,4.69373020785487e-11
COMPANHIA ENERGÉTICA DE PERNAMBUCO,Baixa Renda,2020-01-08,2021-01-07,Pernambuco,0.0,8.35,2525.89,641.38,0.0
COMPANHIA ENERGÉTICA DE RORAIMA - CERR,Baixa Renda,2015-06-10,2016-05-10,Roraima,0.0,0.67,928.24,193.19,0.0
COMPANHIA PAULISTA DE FORÇA E LUZ,Aquecimento Solar,1998-01-01,1999-12-31,São Paulo,201114.8,1.0899999999999999,47.86,45.95,9.948797362547474e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Aquecimento Solar,2004-01-01,2005-12-31,São Paulo,154410.12,0.77,77.28,26.18,1.4290985586829175e-10
COMPANHIA PAULISTA DE FORÇA E LUZ,Baixa Renda,2005-01-01,2006-12-31,São Paulo,20638171.6,1.6099999999999999,18949.149999999998,5515.76,9.863019914584466e-10
